Row.names	v1	response	LDA	p_value	log2_FC	Pvalue	fdr
Anaerosporobacter_mobilis	3.62924561142145	Responder	3.34493010325454	0.019254406332042808	18.6096440811699	0.0319112047696388	0.80907173544632
Bacteroides_caccae	2.55269968061815	Responder	2.41039675766024	0.07775989643932954	15.0247212539177	0.122744682325921	0.80907173544632
Bacteroides_intestinalis	3.60977302528311	Responder	3.4014298392568	0.07775989643932954	18.5356436895539	0.122744682325921	0.80907173544632
Bacteroides_nordii	2.33071465454474	Responder	2.25618685119437	0.07775989643932954	14.2877845124982	0.122744682325921	0.80907173544632
Bacteroides_stercoris	4.20421735632032	Nonresponder	4.0378843289889	0.07918640484449217	-20.5356408421342	0.118670345564583	0.80907173544632
Bacteroides_thetaiotaomicron	4.10355959518421	Responder	3.71938261964857	0.019254406332042808	20.2025969615146	0.0319112047696388	0.80907173544632
Barnesiella_intestinihominis	3.34453720574343	Responder	3.0731572059671	0.07775989643932954	17.6569531699807	0.122744682325921	0.80907173544632
Bilophila_wadsworthia	2.19374791419136	Nonresponder	2.26227506190693	0.07918640484449217	-13.8727710567342	0.102470434859749	0.80907173544632
Clostridium_cocleatum	3.98963941575152	Responder	3.74663334216327	0.07775989643932954	19.8007835413811	0.122744682325921	0.80907173544632
Clostridium_termitidis	3.33013500206486	Responder	3.04588277839257	0.07775989643932954	17.609647687894	0.122744682325921	0.80907173544632
Clostridium_viride	3.98746540859558	Responder	3.73680056834614	0.07775989643932954	19.7902143112855	0.122744682325921	0.80907173544632
Hydrogenoanaerobacterium_saccharovorans	3.33095311028939	Responder	3.09159200201126	0.07775989643932954	17.609647687894	0.122744682325921	0.80907173544632
Mahella_australiensis	2.88808355498829	Responder	2.57383016858614	0.019254406332042808	16.1622011704457	0.0300652832283116	0.80907173544632
Oscillibacter_valericigenes	4.32108555237436	Responder	4.02700168134474	0.07709987174354196	2.50618194168705	0.114285714285714	0.80907173544632
Oscillospira_guilliermondii	2.85332071855804	Responder	2.58586777231877	0.07775989643932954	16.024699613979	0.122744682325921	0.80907173544632
otu11716.Clostridium_viride.Oscillibacter_valericigenes	3.72218460016264	Responder	3.4330127045362	0.07775989643932954	18.9122061688361	0.122744682325921	0.80907173544632
otu27491.Anaerostipes_caccae.Blautia_coccoides.Blautia_luti.Blautia_producta.Blautia_schinkii.Clostridium_algidixylanolyticum.Clostridium_aminophilum.Clostridium_amygdalinum.Clostridium_bolteae.Clostridium_celerecrescens.Clostridium_fimetarium.Clostridium_hathewayi.Clostridium_indolis.Clostridium_lavalense.Clostridium_methoxybenzovorans.Clostridium_saccharolyticum.Clostridium_sphenoides.Clostridium_symbiosum.Clostridium_xylanolyticum.Clostridium_xylanovorans.Lactonifactor_longoviformis.Parasporobacterium_paucivorans.Pseudobutyrivibrio_ruminis.Robinsoniella_peoriensis.Roseburia_inulinivorans.Ruminococcus_gauvreauii	2.79735947259137	Nonresponder	2.51855048026933	0.027707849358079833	-15.8726989249876	0.0435966448855414	0.80907173544632
otu35096.Anaerotruncus_colihominis.Butyricicoccus_pullicaecorum.Clostridium_methylpentosum.Hydrogenoanaerobacterium_saccharovorans.Oscillospira_guilliermondii.Sporobacter_termitidis	4.38400111349039	Responder	4.14193506180969	0.07775989643932954	21.1078919803251	0.122744682325921	0.80907173544632
otu37274.Flavonifractor_plautii.Oscillibacter_valericigenes.Pseudoflavonifractor_capillosus	2.67086916891102	Nonresponder	2.52804462837232	0.07918640484449217	-15.4576694405253	0.102470434859749	0.80907173544632
otu47839.Lachnobacterium_bovis.Roseburia_hominis	4.5964057437574	Responder	4.27077217214411	0.027707849358079833	2.46788761748624	0.0435966448855414	0.80907173544632
otu6078.Faecalibacterium_prausnitzii.Gemmiger_formicilis	4.01550202007808	Responder	3.59567244939083	0.07775989643932954	19.9122047066474	0.122744682325921	0.80907173544632
otu65169.Atopobium_vaginae.Cryptobacterium_curtum	2.99933183840486	Responder	2.75033080133343	0.07775989643932954	16.51012025825	0.122744682325921	0.80907173544632
otu68654.Azospirillum_brasilense.Azospirillum_canadense.Azospirillum_rugosum.Christensenella_minuta.Clostridium_botulinum.Clostridium_cochlearium.Clostridium_grantii.Clostridium_oceanicum.Clostridium_sporogenes.Clostridium_tepidiprofundi.Desulfotomaculum_alcoholivorax.Desulfotomaculum_arcticum.Desulfotomaculum_geothermicum.Dialister_invisus.Dialister_micraerophilus.Dialister_propionicifaciens.Megasphaera_cerevisiae.Parvimonas_micra.Pelotomaculum_terephthalicicum	4.54425344114068	Responder	4.29425827989529	0.07775989643932954	21.6423295338848	0.122744682325921	0.80907173544632
Oxalobacter_formigenes	2.63191498909953	Responder	2.4785720948211	0.07775989643932954	15.2877484464746	0.122744682325921	0.80907173544632
Parabacteroides_goldsteinii	3.21508413140831	Responder	2.95102869019247	0.07775989643932954	17.2263212437353	0.122744682325921	0.80907173544632
Ruminococcus_albus	4.31138704713215	Responder	3.98320859911597	0.03231291124324413	6.59487520256642	0.049745990721503	0.80907173544632
Ruminococcus_bromii	4.32794040883192	Responder	4.02353786938537	0.027707849358079833	7.64851363269829	0.0435966448855414	0.80907173544632
Ruminococcus_flavefaciens	3.94981474453917	Responder	3.52565416232223	0.03231291124324413	4.40368782309534	0.0954832320975473	0.80907173544632
